input_token,big,brown,calico,cat,dog,lay,mat,on,red,rug,sat,small,tabby,the
cat|lay,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,5.4321
lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the,1.7541,-0.7749,2.5250,-0.7749,-0.7749,-0.7749,-0.7749,-0.7749,-0.7749,-0.7749,-0.7749,1.7739,1.6964,-0.7749
on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|the,-0.7421,-0.7421,-0.7421,-0.7421,-0.7421,-0.7421,4.4563,-0.7421,-0.7421,4.4487,-0.7421,-0.7421,-0.7421,-0.7421
red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|dog,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568
red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rug|the,2.4919,-0.8340,1.6510,-0.8340,-0.8340,-0.8340,-0.8340,-0.8340,-0.8340,-0.8340,-0.8340,2.5617,1.6353,-0.8340
sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|on,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,5.4321
sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|brown,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
small|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|cat,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568
tabby|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|big,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
the|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|calico,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
the|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|mat,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,-0.4025,5.2319
the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|rug,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,-0.4179,5.4321
the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the|small,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
the|tabby,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
